,id,university,major,degree,season,decision,decision_method,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,new_gre,gre_subject,status,post_data,post_timestamp,comments,uni_faculty,uni_pub
20590,20590,Carnegie Mellon University (CMU),HCI,MS,F10,Accepted,E-mail,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,My first admit :),152,18.1
20593,20593,University Of Pennsylvania (UPenn),CS,PhD,F10,Rejected,E-mail,3-Dec-10,1268370000,,,,,,,International with US Degree,13-03-2010,1268456400,pointer to the website,46,5.6
20595,20595,"University Of Massachusetts, Amherst (UMass)",ECE,MS,F10,Accepted,Website,13-03-2010,1268456400,3.6,170,152,4,False,,American,13-03-2010,1268456400,"Checked Spire, admission decision made on 3/11/10--waiting for decision letter for aid.",50,4.7
20597,20597,University Of Pennsylvania (UPenn),CS,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,3.56,143,164,3,False,,International,13-03-2010,1268456400,"Well, I prefer to go to Maryland.",46,5.6
20598,20598,"University Of California, Los Angeles (UCLA)",CS,MS,F10,Rejected,Website,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,,37,5
20599,20599,"University Of California, Los Angeles (UCLA)",CS,MS,F10,Rejected,Website,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,,37,5
20600,20600,Columbia University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,13-03-2010,1268456400,,47,5.8
20601,20601,Arizona State University (ASU),ECE,MS,F10,Accepted,E-mail,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,"applied to PhD, admitted to master, no word on funding",26,2.3
20603,20603,"University Of Maryland, College Park (UMD)",ECE,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,13-03-2010,1268456400,No information on funding...,52,6.4
20604,20604,Columbia University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,13-03-2010,1268456400,,47,5.8
20607,20607,Columbia University,CS,MS,,Accepted,E-mail,13-03-2010,1268456400,3.8,140,166,4.5,False,,International,13-03-2010,1268456400,The status in the website changed & then received an email.... My dream admit,47,5.8
20608,20608,Colorado State University (CSU),CS,PhD,F10,Accepted,E-mail,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,,10,1.2
20609,20609,Carnegie Mellon University (CMU),HCI,MS,F10,Accepted,E-mail,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,yahooo!,152,18.1
20610,20610,"University Of Maryland, College Park (UMD)",ECE,PhD,F10,Accepted,E-mail,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,no word on funding yet.. :(,52,6.4
20611,20611,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,3.97,169,166,4,False,890,International,13-03-2010,1268456400,No clue of assistantships yet :(,42,5.4
20613,20613,University Of Virginia (UVA),CS,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,3.97,169,166,4,False,890,International,13-03-2010,1268456400,Got notified informally about a week earlier,21,2.4
20615,20615,Cornell University,ECE,MS,F10,Accepted,E-mail,13-03-2010,1268456400,,,,,,,International,13-03-2010,1268456400,"apply for Phd, but got a master admission. Wondering if I study MEng first, can I still have the chance apply for PhD program?",68,8.7
20620,20620,Columbia University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,Track: Network Systems,47,5.8
20621,20621,Stanford University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,hands are still trembling,57,11.5
20622,20622,Stanford University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,57,11.5
20624,20624,"University Of Maryland, College Park (UMD)",ECE,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,American,12/3/10,1268370000,,52,6.4
20625,20625,"University Of Florida, Gainesville (UFL)",CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,3.17,153,163,4,False,,American,12/3/10,1268370000,"Applied to PhD... but got Masters instead... at least I am halfway towards my dream. No monies, but ive been working under a professor the past year, so I hope to get an RAship from him. Time to work hard to earn that PhD spot ^_^",23,1.9
20626,20626,Columbia University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,American,12/3/10,1268370000,"Applied 12/15 for Security / Cryptography. Got an email, says official offer will be coming soon.",47,5.8
20628,20628,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F10,Accepted,Postal Service,3-Dec-10,1268370000,3.5,170,155,6,False,,American,12/3/10,1268370000,"Offered a 33% time RA position (with one of the professors I mentioned); they e-mailed me to tell me they were also adding in a quarter-time TA position, if I wanted it.  Both are for 9 months.",83,9.9
20630,20630,"University Of Maryland, College Park (UMD)",CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,3.95,158,164,5.5,False,,American,12/3/10,1268370000,,52,6.4
20631,20631,"University Of Maryland, College Park (UMD)",ECE,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International with US Degree,12/3/10,1268370000,,52,6.4
20634,20634,Columbia University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,"Received an e-mail. The online status also changed to ""accepted"".",47,5.8
20635,20635,"University Of Maryland, College Park (UMD)",ECE,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,3.8,146,166,4.5,False,,International with US Degree,12/3/10,1268370000,It seems like that there's no funding...,52,6.4
20636,20636,Columbia University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,"NYC, here I come .... :)",47,5.8
20637,20637,"University Of Maryland, College Park (UMD)",ECE,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,3.79,162,166,4.5,False,,International,12/3/10,1268370000,"Letter with ""Secondary"" written on top (talk about dignity :D) no word on funding, so if none is forthcoming, as good as a reject to me (anyone have any info?)",52,6.4
20638,20638,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Dec-10,1268370000,,,,,,,American,12/3/10,1268370000,,53,6.9
20639,20639,Columbia University,CS,MS,F10,Accepted,Website,3-Dec-10,1268370000,,168,166,4.5,False,,International,12/3/10,1268370000,Waiting for official email though :|,47,5.8
20640,20640,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,3.9,165,166,4.5,False,,American,12/3/10,1268370000,"happy to have gotten in, but probably won't go here",83,9.9
20641,20641,Columbia University,CS,MS,F10,Accepted,Website,3-Dec-10,1268370000,3.93,157,164,4.5,False,,American,12/3/10,1268370000,Track: Network Systems,47,5.8
20642,20642,Columbia University,CS,MS,F10,Accepted,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,47,5.8
20643,20643,Columbia University,CS,MS,F10,Accepted,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,No email. Status changed on website. I applied early (in November 2009). Track: Network Systems.,47,5.8
20644,20644,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,4,165,166,3,False,,International,12/3/10,1268370000,,24,2.1
20646,20646,University Of Pennsylvania (UPenn),CS,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,,166,166,4,False,820,International,12/3/10,1268370000,Guaranteed funding for four years,46,5.6
20647,20647,Duke University,CS,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,22,2.8
20649,20649,Cornell University,ECE,MS,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,American,12/3/10,1268370000,Got denied for the Ph.D program but accepted to the M.Eng.,68,8.7
20652,20652,Virginia Tech,ECE,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,so sad!,39,2.4
20653,20653,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International with US Degree,12/3/10,1268370000,,24,2.1
20656,20656,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International,12/3/10,1268370000,:(,53,6.9
20657,20657,"University Of Minnesota, Twin Cities (UMN)",CS,PhD,F10,Accepted,Website,3-Sep-10,1268110800,,,,,,,International,12/3/10,1268370000,"I accepted and my supervisor has been determined. Also I got an email for interview:""We are e-mailing a select number of applicants who we are interested in contacting for possible graduate assistantships."". The prof said that it is for TAship. A short phone interview for about 10 minute. It is a good idea to contact the prof. But it is better to contact admission office.",37,3.1
20659,20659,"University Of California, Irvine (UCI)",ECE,PhD,F10,Accepted,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,no funding,55,4.3
20660,20660,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,24,2.1
20661,20661,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,as I thought,24,2.1
20662,20662,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,"Second Reject :)), $40 saved!! sent copies of Score reports.",24,2.1
20663,20663,Georgia Institute Of Technology (GTech),ECE,PhD,F10,Accepted,Postal Service,15-02-2010,1266210000,,,,,,,American,12/3/10,1268370000,,73,6.7
20664,20664,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,2-Jan-10,1265000400,,,,,,,American,12/3/10,1268370000,,42,5.4
20665,20665,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,24,2.1
20666,20666,University Of Southern California (USC),CS,MS,F10,Accepted,E-mail,3-Nov-10,1268283600,,,,,,,International,12/3/10,1268370000,,50,5.7
20667,20667,Rutgers University,ECE,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,43,3.6
20668,20668,"University Of California, Irvine (UCI)",ECE,PhD,F10,Accepted,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,no funding,55,4.3
20669,20669,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,I am so sad!,24,2.1
20670,20670,"Washington University, St. Louis (WUSTL)",CS,PhD,F10,Rejected,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,24,2.1
20671,20671,University Of Southern California (USC),CS,MS,F10,Accepted,E-mail,3-Nov-10,1268283600,,,,,,,International,12/3/10,1268370000,,50,5.7
20672,20672,"University Of California, Davis (UCD)",CS,MS,F10,Accepted,Website,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,,28,2.9
20673,20673,"University Of Minnesota, Twin Cities (UMN)",CS,PhD,F10,Accepted,E-mail,3-Dec-10,1268370000,,,,,,,International,12/3/10,1268370000,no information about financial aid,,
20679,20679,"University Of Colorado, Boulder",ECE,PhD,F10,Accepted,E-mail,3-Nov-10,1268283600,3.5,167,166,6,False,,American,11/3/10,1268283600,"No finalized funding as of the date of this posting, but a professor told me I was nominated for a fellowship.",47,3
20684,20684,"Texas A&M University, College Station (TAMU)",ECE,PhD,F10,Rejected,Website,3-Nov-10,1268283600,,,,,,,International,11/3/10,1268283600,"2rej, 0ad",38,3.1
20685,20685,"University Of California, San Diego (UCSD)",CS,PhD,,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International,11/3/10,1268283600,,53,6.9
20690,20690,"University Of Maryland, College Park (UMD)",CS,PhD,F10,Accepted,E-mail,18-02-2010,1266469200,,,,,,,International,11/3/10,1268283600,"To the previous posters. got the admission Feb 18 via e-mail, proof of funding request Mar 2 via e-mail, asked International Education Services (IES) whether the department's TAship is enough or not, the response said it's more enough, then the change of Decision Status has been noticed Mar 10 via e-mail and now my official decision letter is available online.",52,6.4
20694,20694,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Nov-10,1268283600,,,,,,,International,11/3/10,1268283600,"without funding.rnrnDoes anyone know whether this package includes tuition waiver? If not, is there any chance to waive tuition? If I can get RA-ship from some professor, do I still need to pay for the tuition? I really want to go to this school, but the tuition is too high for me.",48,5.9
20695,20695,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International with US Degree,11/3/10,1268283600,,53,6.9
20698,20698,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F10,Accepted,E-mail,3-Nov-10,1268283600,,,,,,,International with US Degree,11/3/10,1268283600,,25,3.5
20699,20699,"University Of Texas, Austin (UT Austin)",ECE,PhD,S10,Accepted,E-mail,3-Nov-10,1268283600,4,149,166,4,False,,International with US Degree,11/3/10,1268283600,In response to your question:,,
20701,20701,"University Of Minnesota, Twin Cities (UMN)",CS,PhD,F10,Accepted,E-mail,3-Nov-10,1268283600,,,,,,,International,11/3/10,1268283600,"Got an email point to website,which said I am accepted!",37,3.1
20703,20703,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International,11/3/10,1268283600,"2rej 0ad, too",53,6.9
20704,20704,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International with US Degree,11/3/10,1268283600,"2 rejs, 0 admit",53,6.9
20705,20705,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International,11/3/10,1268283600,"The graduate visit days are Mar 11 & 12. So, I guess, all rejections are going out today.",53,6.9
20706,20706,"University Of California, San Diego (UCSD)",CS,PhD,F10,Rejected,E-mail,3-Nov-10,1268283600,,,,,,,International with US Degree,11/3/10,1268283600,"Your application for graduate study in the Computer Science and Engineering (CSE) program majoring in Computer Science, at the University of California, San Diego has been carefully reviewed. We regret to inform you that you have not been selected for admission.  :-(",53,6.9
20707,20707,Georgia Institute Of Technology (GTech),ECE,MS,F10,Accepted,Postal Service,3-Sep-10,1268110800,,,,,,,American,11/3/10,1268283600,Admitted to the master's program with no funding!,73,6.7
20709,20709,University Of Pittsburgh,CS,PhD,F10,Accepted,E-mail,3-Oct-10,1268197200,,,,,,,International,10/3/10,1268197200,teaching assistantship,20,2.3
20714,20714,Tufts University,CS,PhD,F10,Wait listed,E-mail,3-Oct-10,1268197200,,,,,,,American,10/3/10,1268197200,"Waitlisted for RA/TA funding. To those accepted to Tufts CS Phd but going somewhere else, please let them know so we have a chance to get in. Thanks!",13,1.6
20715,20715,"University Of California, Los Angeles (UCLA)",ECE,MS,F10,Accepted,E-mail,3-Oct-10,1268197200,,,,,,,International,10/3/10,1268197200,,37,5
20720,20720,"University Of Colorado, Boulder",CS,PhD,F10,Rejected,E-mail,3-Oct-10,1268197200,,169,166,5,False,830,American,10/3/10,1268197200,,47,3
20722,20722,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,3-Oct-10,1268197200,,,,,,,International with US Degree,10/3/10,1268197200,RA,42,5.4
20724,20724,"University Of California, Los Angeles (UCLA)",ECE,MS,F10,Accepted,E-mail,3-Oct-10,1268197200,,,,,,,International,10/3/10,1268197200,"email says fin. aid will be determined next month, if no aid it is useless",37,5
20726,20726,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Rejected,E-mail,3-Oct-10,1268197200,,,,,,,International,10/3/10,1268197200,:( :(,42,5.4
20729,20729,North Caroline State University (NCSU),CS,MS,F10,Rejected,Website,3-Oct-10,1268197200,,153,164,4,False,,International,10/3/10,1268197200,"This is why they rejected meAfter careful consideration, the faculty of the program to which you applied (Computer Science - MS) has not recommended your admission. Their decision was based on the requirements of their particular program, the qualifications and performance of students currently studying in the program, and the number of new students that the program can accommodate and support. I concur with their decision and must therefore deny your admission.I dont have very impressive scores and grades",30,2.3
20731,20731,Virginia Tech,ECE,MS,F10,Accepted,E-mail,3-Sep-10,1268110800,3.8,169,166,4,False,,International,10/3/10,1268197200,"Had applied for MS, but was offered admission to MEng due to lack of funding.",39,2.4
20733,20733,"University Of North Carolina, Chapel Hill (UNC)",CS,PhD,F10,Accepted,E-mail,3-May-10,1267765200,,,,,,,International,10/3/10,1268197200,"approximately $27,200 = yearly stipend of $17,000   summer pay of $850 per week (10 to 12 weeks maximum)",22,2.4
20742,20742,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F10,Accepted,E-mail,16-02-2010,1266296400,,,,,,,International with US Degree,10/3/10,1268197200,"Already accepted on Feb 16, attended recruitment weekend Feb 19-20..Email from prof saying good news on aid to come soon!",25,3.5
20747,20747,Georgetown University,CS,MS,S10,Accepted,Postal Service,15-11-2009,1258261200,,,,,,,American,9/3/10,1268110800,received unofficial email from the chair of the CS Dept. then received an official letter from Graduate Admissions.,13,1.6
20750,20750,Worcester Polythchnic Institute (WPI),CS,PhD,F10,Accepted,Other,3-Sep-10,1268110800,,,,,,,International,9/3/10,1268110800,Emailed back about my status. Got admission but no financial aids,20,1.5
20751,20751,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,S10,Rejected,E-mail,3-Sep-10,1268110800,,,,,,,International with US Degree,9/3/10,1268110800,my proposed field is networking and security.,83,9.9
20752,20752,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F10,Rejected,E-mail,3-Sep-10,1268110800,,,,,,,International with US Degree,9/3/10,1268110800,"Hi, man. Thank you for the kind words. However, I did not put hopes on it. a tragedy year. damn it. BTW, I graduated from Carnegie Mellon, so I know sth about it. They have distributed several rounds of offers. God knows how many left. (they must be quite few). I did not put hopes on it as well.",83,9.9
20759,20759,Georgia Institute Of Technology (GTech),CS,MS,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,American,9/3/10,1268110800,"Strong research, GPA, GRE's, but no publications",73,6.7
20762,20762,Georgia Institute Of Technology (GTech),CS,MS,F10,Accepted,E-mail,3-Sep-10,1268110800,3.93,157,164,4.5,False,,American,9/3/10,1268110800,,73,6.7
20764,20764,Georgia Institute Of Technology (GTech),CS,MS,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,American,9/3/10,1268110800,,73,6.7
20766,20766,"University Of Minnesota, Twin Cities (UMN)",CS,PhD,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,International,9/3/10,1268110800,Finally an acceptance!,37,3.1
20767,20767,Cornell University,ECE,MS,F10,Accepted,E-mail,3-Aug-10,1268024400,,160,164,4,False,,International,9/3/10,1268110800,1st admit but insanely costly.,68,8.7
20770,20770,"Texas A&M University, College Station (TAMU)",CS,PhD,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,International,9/3/10,1268110800,,38,3.1
20773,20773,"University Of California, San Diego (UCSD)",CS,MS,F10,Accepted,Website,3-Sep-10,1268110800,,,,,,,American,9/3/10,1268110800,Thanks! Checked the url and I had an acceptance waiting!!!!!!!!!!!,53,6.9
20774,20774,"University Of California, San Diego (UCSD)",CS,MS,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,International,9/3/10,1268110800,,53,6.9
20780,20780,"University Of California, San Diego (UCSD)",CS,MS,F10,Rejected,Website,3-Sep-10,1268110800,,,,,,,American,9/3/10,1268110800,Checked application status and a denial letter was waiting after altering the url.,,
20781,20781,"University Of California, San Diego (UCSD)",CS,MS,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,,9/3/10,1268110800,all the best for the candidates,53,6.9
20782,20782,Cornell University,ECE,PhD,F09,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,American,9/3/10,1268110800,"Same here - acceptance to CMU and Cornell, and others, with funding. I'm not sure which one is better. Maybe Cornell has more of a ""name"" branding all over the world. But CMU has the best computing/compsci/engr program in the world, so it's definitely a difficult decision!",68,8.7
20783,20783,Cornell University,ECE,PhD,F10,Accepted,E-mail,3-Sep-10,1268110800,,,,,,,,9/3/10,1268110800,funding on both Cornell and CMU! yeyy... which one you pick???????!!!!!,68,8.7
20787,20787,"University Of Massachusetts, Amherst (UMass)",CS,PhD,F10,Accepted,E-mail,3-Aug-10,1268024400,,,,,,,American,8/3/10,1268024400,"One-year guaranteed 20-hour per week assistantship that will pay $26,000 for twelve months beginning in September 2010, a waiver of tuition and curriculum fees , and a 95% waiver of health fees.",50,4.7
20791,20791,"University Of California, Santa Barbara (UCSB)",CS,PhD,F10,Rejected,E-mail,3-Aug-10,1268024400,,,,,,,International with US Degree,8/3/10,1268024400,got into a far better school,25,3.5
20793,20793,Pennsylvania State University (Penn State),CS,PhD,F10,Accepted,E-mail,3-Aug-10,1268024400,,,,,,,International with US Degree,8/3/10,1268024400,Email from a potential adviser with a RAship. Official email will be following.,33,3.4
20794,20794,Worcester Polythchnic Institute (WPI),ECE,PhD,F10,Accepted,Postal Service,3-Aug-10,1268024400,,158,166,4.5,False,,American,8/3/10,1268024400,Letter dated 4th March 2010.  Accepted without funding.,20,1.5
20795,20795,Cornell University,ECE,MS,F10,Accepted,E-mail,3-Aug-10,1268024400,,,,,,,International,8/3/10,1268024400,"Yipee :-) ""admit aaya hai aaya hai admit aaya hai !!"" Today is the admit day for cornell ; most of my friends who applied got admit today...",68,8.7
20797,20797,Iowa State University (ISU),CS,PhD,F10,Rejected,E-mail,3-Aug-10,1268024400,3,170,143,3,False,,International with US Degree,8/3/10,1268024400,,15,1.5
20799,20799,"University Of Illinois, Chicago (UIC)",ECE,PhD,F10,Accepted,Postal Service,3-Feb-10,1267506000,,,,,,,International,8/3/10,1268024400,,33,2.8
20800,20800,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,3.8,151,166,3.5,False,,International,8/3/10,1268024400,with funding,48,5.9
20801,20801,Cornell University,ECE,MS,F10,Accepted,E-mail,3-Aug-10,1268024400,3.6,170,152,4,False,,American,8/3/10,1268024400,"No funding, Cornell is so expensive",68,8.7
20802,20802,Cornell University,ECE,MS,F10,Accepted,E-mail,3-Jul-10,1267938000,,,,,,,International,8/3/10,1268024400,No fin aid so its useless :(,68,8.7
20803,20803,North Caroline State University (NCSU),CS,PhD,F10,Rejected,Phone,3-Jul-10,1267938000,,,,,,,International with US Degree,7/3/10,1267938000,Called one of my seniors from NCSU and confirmed that all PhD offers are sent sad for me :( Hope he is wrong.,30,2.3
20804,20804,University Of Southern California (USC),ECE,MS,F10,Accepted,E-mail,2-Nov-10,1265864400,,,,,,,International,7/3/10,1267938000,,50,5.7
20805,20805,Ohio State University (OSU),ECE,MS,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,International,7/3/10,1267938000,,35,3.4
20806,20806,North Caroline State University (NCSU),CS,PhD,F10,Rejected,Other,3-Jul-10,1267938000,,,,,,,International,7/3/10,1267938000,"My status on Apply Yourself hasn't changed for almost 2 months. If the poster who said NCSU has sent out all decision is true, I'm probably rejected without any notification due to my unqualified TOEFL sub section score.",30,2.3
20809,20809,Purdue University,CS,PhD,F10,Accepted,E-mail,3-Jul-10,1267938000,,,,,,,International,7/3/10,1267938000,"Admitted at Mar.3, get a RA offer today.God bless KWZ and LOGO.",53,4.8
20810,20810,"University Of Maryland, College Park (UMD)",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,3.56,143,164,3,False,,International,7/3/10,1267938000,"I accepted their offer. So, which direction is Maryland? :)",52,6.4
20812,20812,University Of Southern California (USC),CS,PhD,F10,Accepted,E-mail,3-Jan-10,1267419600,3.8,160,161,5,False,,American,6/3/10,1267851600,Offered an RAship,50,5.7
20813,20813,University Of Pennsylvania (UPenn),CS,PhD,F10,Accepted,E-mail,3-Jun-10,1267851600,3.8,168,166,5.5,False,830,International with US Degree,6/3/10,1267851600,Email from prof. who interviewed me ~3 weeks ago. Nothing official yet.,46,5.6
20814,20814,Arizona State University (ASU),ECE,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,6/3/10,1267851600,No word about funding.........,26,2.3
20815,20815,"Texas A&M University, College Station (TAMU)",ECE,PhD,F10,Rejected,E-mail,3-Jun-10,1267851600,,,,,,,International with US Degree,6/3/10,1267851600,,38,3.1
20820,20820,"University Of Florida, Gainesville (UFL)",IS,PhD,F10,Accepted,E-mail,3-Jun-10,1267851600,,,,,,,International,6/3/10,1267851600,TA for the first year,23,1.9
20822,20822,Iowa State University (ISU),CS,MS,F10,Rejected,E-mail,3-Jun-10,1267851600,3.5,154,166,3.5,False,,International,6/3/10,1267851600,"Looks like they have selected only 1420+ gre with 4.0+ awaFrom the f10 results page, i counted it as just 100 admits out of 400 applications....very few in my opinion !",15,1.5
20824,20824,"University Of California, San Diego (UCSD)",CS,MS,F10,Accepted,E-mail,3-May-10,1267765200,,,,,,,American,6/3/10,1267851600,,53,6.9
20825,20825,"University Of Texas, Austin (UT Austin)",ECE,MS,F10,Rejected,Website,3-Jun-10,1267851600,3.98,168,166,5,False,,International,6/3/10,1267851600,,42,5.4
20826,20826,Iowa State University (ISU),CS,PhD,F10,Rejected,E-mail,3-May-10,1267765200,3.13,148,166,3.5,False,,International,6/3/10,1267851600,,15,1.5
20827,20827,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Rejected,Website,3-Jun-10,1267851600,,,,,,,American,6/3/10,1267851600,"hahahaha, i dont care!",42,5.4
20829,20829,"University Of California, San Diego (UCSD)",CS,MS,F10,Accepted,E-mail,3-Jun-10,1267851600,3.65,164,166,5,False,,American,6/3/10,1267851600,"""[...] we are recommending you to the Dean of the Office of Graduate Studies (OGS) for admission into the Master's program in the Department of Computer Science and Engineering. You should receive official notification from the Office of Graduate Studies soon [...]""",53,6.9
20830,20830,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Rejected,E-mail,3-May-10,1267765200,,,,,,,,5/3/10,1267765200,"I sent an email for my admission status, and the result is so disappointed:(",42,5.4
20832,20832,"University Of North Carolina, Chapel Hill (UNC)",CS,PhD,F10,Accepted,E-mail,3-May-10,1267765200,,,,,,,International,5/3/10,1267765200,,22,2.4
20833,20833,"University Of Florida, Gainesville (UFL)",CS,PhD,F10,Accepted,E-mail,3-Jan-10,1267419600,,,,,,,International with US Degree,5/3/10,1267765200,with 4 year fellowship,23,1.9
20834,20834,"University Of Florida, Gainesville (UFL)",CS,MS,F10,Accepted,E-mail,3-May-10,1267765200,3.93,158,164,4.5,False,,American,5/3/10,1267765200,$15k Achievement Award if I switch to the College of Engineering/Computer Engineering degree.,23,1.9
20836,20836,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Rejected,Website,3-May-10,1267765200,,,,,,,International,5/3/10,1267765200,,42,5.4
20838,20838,"University Of California, Santa Barbara (UCSB)",CS,PhD,F10,Wait listed,Other,3-May-10,1267765200,,,,,,,Other,5/3/10,1267765200,to the person from Turkey - are you from the Pardus Team?,25,3.5
20839,20839,University Of Chicago (UChicago),CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,,5/3/10,1267765200,,23,2.7
20842,20842,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International,5/3/10,1267765200,with funding. good luck to the rest!,48,5.9
20844,20844,University Of Chicago (UChicago),CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,3.46,161,164,4,False,,International,5/3/10,1267765200,Don't see anyother rejections here. Looks like I'm one of the first to be sent their letters.,23,2.7
20845,20845,"University Of California, San Diego (UCSD)",CS,PhD,F10,Accepted,E-mail,3-May-10,1267765200,,,,,,,International,5/3/10,1267765200,,53,6.9
